index,ingredient_name,traits,tags,substitutes,substitutes2,대분류,중분류,synonyms,속성수,언급량
880,아마씨유,"고소함, 액체, 고열안정성, 유화","항산화, 비건, 콜레스테롤","들기름, 해바라기유, 호두유",,재료,양념/조미료,,0,
881,아몬드,"고소함, 단단함, 씨앗류, 건조성","고단백, 항산화, 비건","캐슈넛, 피칸, 해바라기씨",,재료,곡류/견과류/씨앗류,,0,
883,아몬드 밀크,"부드러움, 액체, 유화, 고소함","저지방, 비건, 무유당","귀리우유, 두유, 캐슈넛밀크",,재료,유제품,아몬드 우유,1,
884,연어살,"기름짐, 감칠맛, 부드러움, 붉은살","고단백, 오메가3, 건강","참치, 청새치, 송어",,재료,해산물,,0,
885,오트밀,"고소함, 전분질, 건조성, 곡물향","고식이섬유, 건강, 비건","귀리, 현미, 보리",,재료,곡류/견과류/씨앗류,,0,
886,울타리콩,"부드러움, 곡물질감, 전분질, 건조성","고단백, 비건, 고식이섬유","완두콩, 강낭콩, 병아리콩",,재료,두류,,0,
887,점줄우럭,"감칠맛, 흰살생선, 담백함, 탄탄함","고단백, 저지방, 보양","우럭, 볼락, 농어",,재료,해산물,,0,
889,정어리,"기름짐, 은색비늘, 감칠맛, 부드러움","고단백, 오메가3, 건강","고등어, 꽁치, 전갱이",,재료,해산물,,0,
890,정육,"풍미강함, 육즙, 덩어리, 부드러움","고단백, 보양, 근육","안심, 등심, 목심",,재료,육류,,0,
893,치콘,"쌉쌀함, 아삭함, 연한잎, 수분多","저칼로리, 비건, 장건강","양상추, 로메인, 케일",,재료,야채/채소,,0,
902,가무락조개,"쫄깃함, 해산물향, 조개질감, 담백함","고단백, 저지방, 보양","가리비, 조개살, 바지락",,재료,해산물,,0,
903,흑토마토,"단맛, 산미, 과즙多, 부드러움","항산화, 비건, 건강","토마토, 방울토마토, 홍옥",,재료,과일,,0,
904,건가지,"쌉쌀함, 건조성, 수분흡수성, 부드러움","항산화, 장건강, 비건","말린호박, 건버섯, 말린나물",,재료,야채/채소,,0,
905,기능성쌀,"전분질, 고소함, 곡물향, 건조성","당뇨, 저당, 건강","현미, 저당쌀, 발아현미",,재료,곡류/견과류/씨앗류,,0,
907,선한유기농간장,"짠맛, 발효성, 액체, 농축","저염, 건강, 소화","국간장, 타마리간장, 진간장",,재료,양념/조미료,,0,
908,아피오스감자,"고소함, 뿌리질감, 전분질, 끈적임","고식이섬유, 건강식, 장건강","감자, 돼지감자, 마",,재료,야채/채소,,0,
909,용치놀래기,"담백함, 흰살생선, 부드러움, 탱글함","고단백, 보양, 저지방","광어, 농어, 놀래미",,재료,해산물,,0,
910,조선무,"아삭함, 수분多, 뿌리질감, 연한섬유","소화, 장건강, 저칼로리","무, 순무, 열무",,재료,야채/채소,,0,
913,코코넛,"단맛, 고소함, 섬유질, 건조성","비건, 항산화, 에너지","코코넛칩, 아몬드, 바나나",,재료,곡류/견과류/씨앗류,,0,
914,열대비름,"향긋함, 부드러움, 연한잎, 수분多","항산화, 장건강, 비건","시금치, 방풍나물, 참나물",,재료,야채/채소,,0,
918,가물치,"감칠맛, 흰살생선, 민물향, 담백함","고단백, 보양, 저지방","메기, 숭어, 쏘가리",,재료,해산물,,0,
919,궁제기서대,"담백함, 탄탄함, 얇은살결, 부드러움","고단백, 저지방, 보양","서대, 도다리, 광어",,재료,해산물,,0,
922,백도,"단맛, 과즙多, 향긋함, 부드러움","항산화, 비건, 에너지","황도, 복숭아, 살구",,재료,과일,,0,
926,우족국물,"진한맛, 액체, 점성, 농축","보양, 콜라겐, 피로","사골국물, 닭발육수, 곰탕국물",,재료,육류,,0,
927,울외장아찌,"짠맛, 발효성, 아삭함, 절임질감","소화, 건강, 저염","오이지, 피클, 무장아찌",,재료,야채/채소,,0,
929,진주담치,"탱글함, 해산물향, 감칠맛, 부드러움","고단백, 저지방, 면역력","홍합, 가리비, 바지락",,재료,해산물,,0,
930,찌개용두부,"부드러움, 응고성, 수분多, 열에강함","고단백, 저지방, 비건","단단두부, 부침용두부, 순두부",,재료,두류,,0,
931,청솔목장우유,"부드러움, 액체, 유제품향, 유화","고단백, 칼슘, 건강","우유, 저지방우유, 아몬드밀크",,재료,유제품,,0,
932,통밀빵,"고소함, 전분질, 건조성, 거친입자","고식이섬유, 건강, 비건","호밀빵, 잡곡빵, 현미빵",,재료,곡류/견과류/씨앗류,,0,
933,파마산,"짠맛, 풍미강함, 가루, 건조성","고단백, 고지방, 풍미강화","그라나파다노, 치즈가루, 체다파우더",,재료,기타생식재료,파르메산 치즈,1,
940,가자미,"부드러움, 얇은살결, 흰살생선, 감칠맛","고단백, 저지방, 보양","도미, 도다리, 양태",,재료,해산물,,0,
941,검은콩우유,"고소함, 액체, 유화, 콩향","고단백, 비건, 무유당","두유, 귀리우유, 아몬드밀크",,재료,유제품,,0,
942,메밀묵,"부드러움, 응고성, 묵질감, 담백함","저칼로리, 비건, 글루텐프리","청포묵, 도토리묵, 곤약묵",,재료,곡류/견과류/씨앗류,,0,
943,게맛살 첨가,"쫄깃함, 유화, 단맛, 해산물풍미","고단백, 에너지, 건강","어묵, 크래미, 연육제품",,재료,가공육,,0,
944,콩조림,"짭짤함, 끈적임, 단맛, 페이스트질감","고단백, 건강, 비건","강낭콩조림, 병아리콩조림, 콩자반",,재료,두류,,0,
948,두반장소스,"매운맛, 발효성, 페이스트, 점성","항염, 소화, 건강","춘장, 사천자장소스, 고추장소스",,재료,소스류,,0,
949,레몬에이드/가루,"신맛, 단맛, 가루, 발색력","비타민C, 항산화, 피로","레몬즙, 유자차가루, 청포도분말",,재료,과일,,0,
950,알로에,"투명질감, 수분多, 끈적임, 단맛","장건강, 디톡스, 피부","알로에겔, 포도겔리, 차전자피",,재료,기타생식재료,,0,
953,휘핑,"크리미함, 유화, 풍미강함, 부드러움","고지방, 에너지, 건강","생크림, 버터크림, 휘핑크림",,재료,유제품,,0,
956,감자부침가루,"고소함, 가루, 전분질, 점성","탄수화물, 에너지","부침가루, 밀가루, 찹쌀가루",,재료,면류/밀가루류,,0,
961,까나리,"짠맛, 발효성, 감칠맛, 액체","소화, 건강, 풍미강화","액젓, 멸치액젓, 새우젓",,재료,해산물,,0,
962,깍두기,"짠맛, 아삭함, 발효성, 수분多","장건강, 소화, 저칼로리","김치, 무장아찌, 열무김치",,재료,야채/채소,,0,
963,날개,"풍미강함, 쫄깃함, 지방多, 육즙","고단백, 보양, 에너지","닭봉, 닭다리, 닭발",,재료,육류,,0,
964,단무지,"짠맛, 아삭함, 발효성, 수분多","장건강, 소화, 저칼로리","무절임, 오이지, 피클",,재료,야채/채소,,0,
965,된장깻잎장아찌,"짠맛, 발효성, 향긋함, 유화","소화, 항산화, 저염","쌈장깻잎, 피클깻잎, 간장깻잎",,재료,야채/채소,,0,
966,매실액,"단맛, 신맛, 액체, 농축","항산화, 소화, 피로","유자청, 레몬청, 식초",,재료,양념/조미료,,0,
968,복숭아호상요구르트,"단맛, 부드러움, 유화, 과즙多","소화, 장건강, 건강","딸기요거트, 망고요거트, 과일그릭요거트",,재료,유제품,,0,
969,살조개,"쫄깃함, 감칠맛, 해산물향, 조개질감","고단백, 저지방, 보양","백합, 동죽, 바지락",,재료,해산물,,0,
971,스위트칠리소스,"단맛, 매운맛, 점성, 농축","소화, 건강, 풍미강화","칠리소스, 고추잼, 고추장소스",,재료,소스류,,0,
972,열무김치,"짠맛, 아삭함, 발효성, 수분多","소화, 장건강, 저칼로리","깍두기, 알타리김치, 오이소박이",,재료,야채/채소,,0,
974,옥수수묵,"부드러움, 응고성, 전분질, 담백함","저칼로리, 비건, 글루텐프리","도토리묵, 청포묵, 곤약묵",,재료,곡류/견과류/씨앗류,,0,
977,잭프루트,"단맛, 과즙多, 끈적임, 과육질감","비건, 항산화, 에너지","망고, 바나나, 두리안",,재료,과일,,0,
978,잼,"단맛, 끈적임, 페이스트, 과일향","에너지, 건강","마멀레이드, 버터잼, 과일퓨레",,재료,양념/조미료,,0,
979,참기름,"고소함, 액체, 고열안정성, 유화","항산화, 콜레스테롤, 건강","들기름, 아마씨유, 해바라기유",,재료,양념/조미료,,0,
980,청어,"기름짐, 감칠맛, 은색비늘, 부드러움","고단백, 오메가3, 건강","정어리, 고등어, 꽁치",,재료,해산물,,0,
981,초코시럽,"단맛, 점성, 농축, 발색력","에너지, 기분개선, 항산화","코코아파우더, 초코잼, 누텔라",,재료,소스류,,0,
983,펄닭새우,"탱글함, 감칠맛, 해산물향, 쫄깃함","고단백, 저지방, 보양","대하, 꽃새우, 흰다리새우",,재료,해산물,,0,
984,페퍼민트,"상쾌함, 향긋함, 허브향, 건조성","소화, 항염, 디톡스","박하, 민트, 스피어민트",,재료,기타생식재료,,0,
985,프랑크푸르트소시지,"짭짤함, 유화, 풍미강함, 육즙","고단백, 에너지, 가공육","비엔나소시지, 슬라이스햄, 치즈소시지",,재료,가공육,,0,
987,해바라기씨,"고소함, 씨앗류, 건조성, 단단함","항산화, 비건, 에너지","호박씨, 아마씨, 캐슈넛",,재료,곡류/견과류/씨앗류,,0,
998,흑맥주,"쓴맛, 발효성, 액체, 풍미강함","항산화, 기분개선","라거, 에일, 고구마맥주",,재료,기타생식재료,,0,
1013,꽃양배추,"아삭함, 수분多, 부드러움, 층층조직","비건, 저칼로리, 장건강","브로콜리, 양배추, 콜리플라워",,재료,야채/채소,,0,
1020,가공염,"짠맛, 결정형, 정제소금, 무향","무염, 건강","정제염, 자염, 저염소금",,재료,양념/조미료,,0,
1023,대나무순,"아삭함, 섬유질, 수분多, 고소함","저칼로리, 장건강, 디톡스","죽순, 도라지, 우엉",,재료,야채/채소,,0,
1024,갈전갱이,"담백함, 탄탄함, 해산물향, 흰살생선","고단백, 저지방, 보양","전갱이, 고등어, 방어",,재료,해산물,,0,
1025,감자,"담백함, 전분질, 부드러움, 뿌리질감","탄수화물, 건강, 에너지","고구마, 연근, 마",,재료,야채/채소,,0,
1027,개비름,"향긋함, 부드러움, 나물질감, 수분多","항산화, 장건강, 비건","미나리, 방풍나물, 곰취",,재료,야채/채소,,0,
1028,건홍합,"감칠맛, 건조성, 해산물향, 탱글함","고단백, 면역력, 보양","건새우, 바지락, 가리비",,재료,해산물,,0,
1029,견과류믹서,"고소함, 건조성, 단단함, 씨앗류","고단백, 항산화, 비건","아몬드믹스, 캐슈믹스, 브라질넛",,재료,곡류/견과류/씨앗류,,0,
1030,고구마전분,"가루, 끈적임, 전분질, 응고성","글루텐프리, 에너지, 건강","감자전분, 타피오카전분, 옥수수전분",,재료,곡류/견과류/씨앗류,,0,
1032,그릭요거트,"부드러움, 유화, 농축, 발효성","고단백, 장건강, 건강","플레인요거트, 과일요거트, 사워크림",,재료,유제품,그리스 요거트,1,
1033,금눈돔,"감칠맛, 흰살생선, 부드러움, 탄탄함","고단백, 보양, 저지방","도미, 농어, 광어",,재료,해산물,,0,
1034,기름종개,"담백함, 민물향, 흰살생선, 부드러움","고단백, 저지방, 보양","미꾸라지, 쏘가리, 숭어",,재료,해산물,,0,
1035,긴뿔천길새우,"쫄깃함, 감칠맛, 해산물향, 탱글함","고단백, 저지방, 보양","꽃새우, 대하, 흰다리새우",,재료,해산물,,0,
1040,납지리,"민물향, 담백함, 부드러움, 흰살생선","고단백, 저지방, 보양","숭어, 미꾸라지, 메기",,재료,해산물,,0,
1041,큰구슬우렁이,"쫄깃함, 조개질감, 해산물향, 담백함","고단백, 저지방, 보양","우렁이, 다슬기, 고둥",,재료,해산물,,0,
1042,다래나무순차,"향긋함, 약재향, 건조성, 녹색잎","항산화, 한방, 장건강","둥굴레차, 쑥차, 신선초차",,재료,기타생식재료,,0,
1045,달콤닭정육,"단맛, 부드러움, 육즙, 풍미강함","고단백, 에너지, 건강","간장닭볶음, 데리야끼닭, 닭강정",,재료,육류,,0,
1048,달걀지단,"부드러움, 유화, 얇은조직, 고소함","고단백, 건강, 다이어터","달걀프라이, 계란찜, 오믈렛",,재료,달걀/난류,,0,
1050,당면,"쫄깃함, 전분질, 건조성, 투명질감","에너지, 글루텐프리","당면사리, 감자당면, 옥수수당면",,재료,면류/밀가루류,,0,
1051,대구횟대,"담백함, 흰살생선, 탄탄함, 부드러움","고단백, 저지방, 보양","명태, 도미, 광어",,재료,해산물,,0,
1052,대문어,"쫄깃함, 해산물향, 풍미강함, 탱글함","고단백, 저지방, 보양","낙지, 오징어, 갑오징어",,재료,해산물,,0,
1054,동부콩,"고소함, 전분질, 곡물질감, 건조성","고단백, 비건, 고식이섬유","강낭콩, 병아리콩, 울타리콩",,재료,두류,,0,
1055,동충하초,"약재향, 건조성, 섬유질, 부드러움","면역력, 피로, 보양","상황버섯, 영지버섯, 인삼",,재료,기타생식재료,,0,
1057,동태,"부드러움, 감칠맛, 해산물향, 흰살생선","고단백, 저지방, 보양","명태, 대구, 민태",,재료,해산물,,0,
1058,돼지 부산물,"풍미강함, 고기내장, 지방多, 철분향","고단백, 보양, 철분","간, 곱창, 순대",,재료,육류,,0,
1060,두부미트볼,"부드러움, 응고성, 유화, 단백질질감","고단백, 비건, 건강","두부너겟, 템페볼, 식물성미트볼",,재료,가공육,,0,
1061,흑밀,"전분질, 고소함, 건조성, 어두운색","고식이섬유, 건강, 다이어트","호밀, 통밀, 메밀",,재료,곡류/견과류/씨앗류,,0,
1064,딸기주스,"단맛, 과즙多, 액체, 향긋함","항산화, 면역력, 비건","딸기퓨레, 딸기스무디, 믹스베리주스",,재료,과일,,0,
1065,떡국떡,"쫄깃함, 전분질, 덩어리, 끈적임","탄수화물, 글루텐프리, 에너지","가래떡, 찹쌀떡, 백설기",,재료,면류/밀가루류,,0,
1068,만두피,"전분질, 얇은조직, 건조성, 밀가루질감","탄수화물, 에너지","라이스페이퍼, 또띠아, 밀전병",,재료,면류/밀가루류,,0,
1069,매실청,"단맛, 신맛, 액체, 농축","항산화, 소화, 피로","유자청, 매실액, 식초",,재료,양념/조미료,,0,
1070,위,"부드러움, 풍미강함, 고기내장, 점성","고단백, 보양, 철분","염통, 간, 췌장",,재료,육류,,0,
1073,메주콩,"고소함, 콩질감, 건조성, 단단함","고단백, 비건, 장건강","백태, 서리태, 청국장콩",,재료,두류,,0,
1074,무,"아삭함, 수분多, 뿌리질감, 담백함","소화, 장건강, 저칼로리","순무, 조선무, 열무",,재료,야채/채소,무우,1,
1075,무 절임,"짠맛, 아삭함, 발효성, 수분多","장건강, 소화, 건강","단무지, 깍두기, 오이지",,재료,야채/채소,,0,
1076,다리,"쫄깃함, 지방多, 육즙, 고기부위","고단백, 보양, 에너지","날개, 닭다리, 족발",,재료,육류,,0,
1077,노랑봄배추,"부드러움, 수분多, 연한잎, 층층조직","저칼로리, 비건, 장건강","배추, 양배추, 얼갈이",,재료,야채/채소,,0,
1079,물미나리,"향긋함, 아삭함, 수분多, 줄기채소","장건강, 소화, 저칼로리","미나리, 돌미나리, 방풍나물",,재료,야채/채소,,0,
1080,미꾸라지,"감칠맛, 민물향, 연체질감, 담백함","고단백, 보양, 면역력","가물치, 기름종개, 메기",,재료,해산물,,0,
1081,미역줄기,"쫄깃함, 수분多, 해조류향, 투명질감","비건, 저칼로리, 장건강","미역, 다시마, 자른미역",,재료,해산물,,0,
1082,바지락살,"쫄깃함, 해산물향, 감칠맛, 탱글함","고단백, 저지방, 보양","조개살, 동죽, 홍합",,재료,해산물,,0,
1083,박고지,"건조성, 단맛, 아삭함, 섬유질","장건강, 저칼로리, 건강","건호박, 건가지, 말린무",,재료,야채/채소,,0,
1084,배즙,"단맛, 액체, 점성, 농축","소화, 면역력, 건강","사과즙, 도라지즙, 유자청",,재료,과일,,0,
1087,베도라치,"감칠맛, 부드러움, 덩어리, 수분보유력","고단백, 저지방, 건강","장어, 농어, 민물장어",,재료,해산물,,0,
1088,보릿가루,"고소함, 가루, 전분질, 건조","고식이섬유, 저지방, 건강","통밀가루, 귀리가루, 메밀가루",,재료,곡류/견과류/씨앗류,,0,
1089,긴고둥,"감칠맛, 쫄깃함, 덩어리, 수분보유력","고단백, 저지방, 건강","소라, 전복, 고둥",,재료,해산물,,0,
1090,부사,"단맛, 아삭함, 덩어리, 수분보유력","항산화, 면역력, 건강","후지, 홍옥, 아오리",,재료,과일,,0,
1092,붉바리,"감칠맛, 부드러움, 덩어리, 수분보유력","고단백, 저지방, 건강","돔, 농어, 광어",,재료,해산물,,0,
1093,블루길,"감칠맛, 부드러움, 덩어리, 수분보유력","고단백, 저지방, 건강","배스, 송어, 농어",,재료,해산물,,0,
1099,산양유,"고소함, 액체, 점성, 유화","고단백, 면역력, 건강","우유, 두유, 아몬드밀크",,재료,유제품,,0,
1100,상지차,"쌉쌀함, 액체, 농축, 발효성","항염, 피로, 건강","둥굴레차, 헛개차, 대추차",,재료,기타생식재료,,0,
1101,새다래,"단맛, 부드러움, 덩어리, 수분보유력","항산화, 면역력, 건강","키위, 포도, 감",,재료,과일,,0,
1102,새싹,"고소함, 아삭함, 덩어리, 수분보유력","항산화, 면역력, 건강","브로콜리새싹, 무순, 알팔파",,재료,야채/채소,,0,
1106,새조개,"감칠맛, 쫄깃함, 덩어리, 수분보유력","고단백, 저지방, 건강","바지락, 가리비, 홍합",,재료,해산물,,0,
1107,생강청,"매운맛, 액체, 점성, 농축","소화, 면역력, 건강","꿀생강차, 유자청, 도라지청",,재료,양념/조미료,,0,
1111,송아지 부산물,"감칠맛, 부드러움, 덩어리, 수분보유력","고단백, 보양, 건강","소 부산물, 돼지 부산물, 닭 부산물",,재료,육류,,0,
1112,손질갑오징어,"감칠맛, 쫄깃함, 덩어리, 수분보유력","고단백, 저지방, 건강","오징어, 한치, 낙지",,재료,해산물,,0,
1113,송어,"감칠맛, 부드러움, 덩어리, 수분보유력","고단백, 오메가3, 건강","연어, 무지개송어, 송어",,재료,해산물,,0,
1114,쇠기름,"고소함, 덩어리, 응고성, 유화","고지방, 에너지, 건강","소기름, 돼지기름, 버터",,재료,육류,,0,
1115,명란,"짠맛, 부드러움, 덩어리, 수분보유력","고단백, 저지방, 건강","명란젓, 어란, 창란젓",,재료,해산물,,0,
1119,순살고등어,"감칠맛, 부드러움, 덩어리, 수분보유력","고단백, 오메가3, 건강","고등어, 꽁치, 청어",,재료,해산물,,0,
1121,스파게티면,"고소함, 쫄깃함, 덩어리, 전분질","저지방, 에너지, 건강","펜네, 푸실리, 링귀니",,재료,면류/밀가루류,,0,
1123,식빵,"단맛, 부드러움, 덩어리, 전분질","저지방, 에너지, 건강","호밀빵, 통밀빵, 바게트",,재료,곡류/견과류/씨앗류,,0,
1124,쌈추,"고소함, 아삭함, 덩어리, 수분보유력","항산화, 저칼로리, 건강","상추, 깻잎, 배추잎",,재료,야채/채소,,0,
1125,쌍화차,"단맛, 액체, 농축, 발효성","피로, 면역력, 건강","대추차, 인삼차, 헛개차",,재료,기타생식재료,,0,
1126,쑥,"쌉쌀함, 부드러움, 덩어리, 수분보유력","항염, 소화, 건강","쑥갓, 미나리, 신선초",,재료,야채/채소,,0,
1127,아로니아,"신맛, 아삭함, 덩어리, 수분보유력","항산화, 면역력, 건강","블루베리, 크랜베리, 포도",,재료,과일,,0,
1130,양지국물,"감칠맛, 액체, 농축, 수분보유력","고단백, 보양, 건강","사골국물, 갈비탕, 도가니탕",,재료,육류,,0,
1131,양하,"쌉쌀함, 아삭함, 덩어리, 수분보유력","항염, 소화, 건강","죽순, 고사리, 미나리",,재료,기타생식재료,,0,
1132,여름느타리버섯,"고소함, 부드러움, 덩어리, 수분보유력","고단백, 저지방, 건강","느타리버섯, 표고버섯, 새송이버섯",,재료,버섯류,,0,
1133,오렌지가공품,"단맛, 액체, 농축, 점성","항산화, 면역력, 건강","오렌지주스, 자몽주스, 감귤주스",,재료,과일,,0,
1137,우럭,"감칠맛, 부드러움, 덩어리, 수분보유력","고단백, 저지방, 건강","광어, 농어, 도미",,재료,해산물,,0,
1142,잉어,"감칠맛, 부드러움, 덩어리, 수분보유력","고단백, 저지방, 건강","붕어, 메기, 송어",,재료,해산물,,0,
1143,저염 소금,"짠맛, 가루, 건조, 발색력","저염, 건강","무염 소금, 천일염, 꽃소금",,재료,양념/조미료,,0,
1145,전두부,"고소함, 부드러움, 덩어리, 응고성","고단백, 저지방, 건강","순두부, 연두부, 두부",,재료,두류,,0,
1146,후지,"단맛, 아삭함, 덩어리, 수분보유력","항산화, 면역력, 건강","부사, 아오리, 홍옥",,재료,과일,,0,
1149,진달래꽃,"쌉쌀함, 부드러움, 덩어리, 수분보유력","항산화, 건강","민들레꽃, 국화꽃, 금잔화",,재료,기타생식재료,,0,
1151,찰옥수수,"단맛, 쫄깃함, 덩어리, 전분질","고식이섬유, 에너지, 건강","옥수수, 찰보리, 찰쌀",,재료,곡류/견과류/씨앗류,,0,
1152,참외,"단맛, 아삭함, 덩어리, 수분보유력","저칼로리, 수분보유력, 건강","멜론, 수박, 오이",,재료,과일,,0,
1153,초석잠,"고소함, 아삭함, 덩어리, 수분보유력","항산화, 소화, 건강","마, 우엉, 연근",,재료,기타생식재료,,0,
1157,코코넛밀크,"단맛, 액체, 점성, 유화","비건, 에너지, 건강","두유, 아몬드밀크, 귀리우유",,재료,유제품,,0,
1158,코코넛유,"고소함, 액체, 유화, 농축","비건, 에너지, 건강","올리브유, 아보카도유, 해바라기유",,재료,유제품,,0,
1161,크랜베리,"신맛, 아삭함, 덩어리, 수분보유력","항산화, 면역력, 건강","블루베리, 아로니아, 포도",,재료,과일,,0,
1163,크림,"고소함, 액체, 점성, 유화","고지방, 에너지, 건강","생크림, 휘핑크림, 사워크림",,재료,유제품,,0,
1164,타라곤,"쌉쌀함, 부드러움, 덩어리, 건조","항염, 소화, 건강","로즈마리, 타임, 오레가노",,재료,기타생식재료,,0,
1165,대석,"단맛, 아삭함, 덩어리, 수분보유력","항산화, 면역력, 건강","자두, 복숭아, 살구",,재료,과일,,0,
1168,프랑크소시지,"짠맛, 부드러움, 덩어리, 수분보유력","고단백, 에너지, 건강","비엔나소시지, 핫도그소시지, 킬바사",,재료,가공육,,0,
1171,호두유,"고소함, 액체, 유화, 농축","비건, 오메가3, 건강","아몬드유, 캐슈넛유, 해바라기유",,재료,곡류/견과류/씨앗류,,0,
1178,갯가재,"감칠맛, 쫄깃함, 덩어리, 수분보유력","고단백, 저지방, 건강","꽃게, 새우, 랍스터",,재료,해산물,,0,
1179,깐쪽파,"매운맛, 아삭함, 덩어리, 수분보유력","항산화, 면역력, 건강","대파, 실파, 쪽파",,재료,야채/채소,,0,
1180,단마,"단맛, 부드러움, 덩어리, 전분질","저칼로리, 소화, 건강","고구마, 감자, 마",,재료,야채/채소,,0,
1181,두반장,"짠맛, 페이스트, 점성, 발효성","소화, 건강","된장, 고추장, 쌈장",,재료,소스류,,0,
1186,병아리콩,"고소함, 부드러움, 덩어리, 전분질","고단백, 고식이섬유, 저지방, 다이어트, 변비, 장건강","렌즈콩, 완두콩, 강낭콩",,재료,두류,이집트콩,1,
1187,빵,"단맛, 부드러움, 덩어리, 전분질","고탄수, 글루텐, 건강","통밀빵, 호밀빵, 오트밀빵",,재료,곡류/견과류/씨앗류,,0,
1188,새송이버섯,"감칠맛, 쫄깃함, 덩어리, 수분보유력","저칼로리, 고식이섬유, 항산화, 다이어트","느타리버섯, 양송이버섯, 표고버섯",,재료,버섯류,킹오이스터 버섯,1,
1190,소고기패티,"감칠맛, 쫄깃함, 덩어리, 풍미 유지력","고단백, 근육, 보양음식, 건강","닭가슴살패티, 두부패티, 식물성패티",,재료,가공육,,0,
1192,오리고기,"감칠맛, 부드러움, 덩어리, 풍미 유지력","고단백, 불포화지방산, 면역력, 피로","닭고기, 칠면조고기, 토끼고기",,재료,육류,,0,
1193,배초향,"쌉쌀함, 부드러움, 덩어리, 발효성","항산화, 항염, 디톡스, 건강","페퍼민트, 레몬밤, 바질",,재료,기타생식재료,,0,
1194,토끼고기,"담백함, 부드러움, 덩어리, 수분보유력","고단백, 저지방, 당뇨, 콜레스테롤, 보양음식","닭고기, 칠면조고기, 오리고기",,재료,육류,,0,
1196,파김치,"짠맛, 부드러움, 덩어리, 발효성","항염, 소화, 장건강, 건강","갓김치, 열무김치, 부추김치",,재료,야채/채소,,0,
1197,파슬리,"쌉쌀함, 부드러움, 덩어리, 발색력","항산화, 항염, 디톡스, 건강","고수, 바질, 셀러리잎",,재료,기타생식재료,,0,
1208,간삼치살,"감칠맛, 부드러움, 덩어리, 풍미 유지력","고단백, 오메가3, 건강, 보양음식","고등어살, 꽁치살, 참치살",,재료,해산물,,0,
1210,검은비늘버섯,"쫄깃함, 감칠맛, 수분多, 섬유질","저칼로리, 비건, 장건강","느타리버섯, 목이버섯, 백만송이버섯",,재료,버섯류,,0,
1211,고들빼기김치,"쌉쌀함, 아삭함, 발효성, 수분多","소화, 장건강, 저칼로리","갓김치, 부추김치, 열무김치",,재료,야채/채소,,0,
1212,관자,"탱글함, 감칠맛, 해산물향, 수분多","고단백, 저지방, 보양","가리비살, 키조개관자, 조개살",,재료,해산물,,0,
1213,괴도라치,"감칠맛, 탄탄함, 흰살생선, 담백함","고단백, 저지방, 보양","광어, 도미, 우럭",,재료,해산물,,0,
1214,구기자,"단맛, 건조성, 씨앗질감, 약재향","항산화, 면역력, 한방","오미자, 대추, 홍삼",,재료,기타생식재료,,0,
1216,국매리복,"감칠맛, 부드러움, 해산물향, 흰살생선","고단백, 저지방, 보양","참복, 흰점복, 미주복",,재료,해산물,,0,
1219,금강밀,"고소함, 전분질, 가루, 건조성","고식이섬유, 건강, 에너지","통밀, 호밀, 신미찰밀",,재료,곡류/견과류/씨앗류,,0,
1220,기름가자미,"감칠맛, 기름짐, 부드러움, 흰살생선","고단백, 오메가3, 건강","서대, 넙치, 대구",,재료,해산물,,0,
1222,꽃송이버섯,"탱글함, 섬유질, 수분多, 흡수성","항산화, 면역력, 저칼로리","백목이버섯, 느타리버섯, 목이버섯",,재료,버섯류,,0,
1223,꽈리고추,"매운맛, 아삭함, 섬유질, 수분多","비건, 항염, 건강","청양고추, 피망, 풋고추",,재료,야채/채소,,0,
1224,꿩고기,"담백함, 퍽퍽함, 육질단단, 저지방","고단백, 저지방, 보양","닭가슴살, 토끼고기, 칠면조",,재료,육류,,0,
1227,난황,"고소함, 점성, 유화, 덩어리","고단백, 에너지, 건강","달걀, 계란찜, 버터",,재료,달걀/난류,,0,
1228,난황액,"고소함, 액체, 점성, 유화","고단백, 건강, 에너지","달걀물, 전란액, 버터크림",,재료,달걀/난류,,0,
1229,녹두전/가루,"고소함, 가루, 전분질, 점성","고단백, 글루텐프리, 에너지","병아리콩가루, 밀가루, 메밀가루",,재료,면류/밀가루류,,0,
1230,눈양태,"감칠맛, 부드러움, 흰살생선, 담백함","고단백, 저지방, 보양","가자미, 도다리, 양태",,재료,해산물,,0,
1232,도토리묵/칼슘강화,"부드러움, 응고성, 투명질감, 담백함","저칼로리, 글루텐프리, 장건강","곤약묵, 청포묵, 메밀묵",,재료,두류,,0,
1235,등가시치,"담백함, 감칠맛, 흰살생선, 단단함","고단백, 저지방, 보양","도미, 광어, 놀래미",,재료,해산물,,0,
1238,백향과,"신맛, 향긋함, 과즙多, 씨앗질감","항산화, 면역력, 소화","패션후르츠, 자몽, 유자",,재료,과일,"패션프루트, 패션후르츠",1,
1241,리용소시지,"짭짤함, 유화, 부드러움, 육즙","고단백, 에너지, 가공육","프랑크소시지, 비엔나소시지, 치즈소시지",,재료,가공육,,0,
1242,리크,"향긋함, 부드러움, 수분多, 줄기형태","소화, 항염, 건강","대파, 양파, 셀러리",,재료,야채/채소,,0,
1243,머루,"단맛, 신맛, 과즙多, 씨앗질감","항산화, 면역력, 건강","포도, 블루베리, 아로니아",,재료,과일,,0,
