id,title,link,llm_raw_ingredients,used_ingredients_final
1422,감자를 이렇게 만들었더니 다들 어떻게 만들었냐고 물어요!! 정말 바삭하고 맛있어요!,https://www.youtube.com/watch?v=alRIaWGtauA,"감자, 식빵, 계란, 카레 가루, 밀가루, 튀김가루, 빵가루, 양파, 피망, 햄, 소금, 후추, 치즈","감자,달걀,밀가루,빵가루,소금,식빵,양파,치즈,카레,튀김가루,파프리카,햄,후추"
1423,KFC치킨은 잊어라!! 바삭하고 맛있어요! 이제부터 치킨을 이렇게 만들어보세요!!,https://www.youtube.com/watch?v=4cownIYZ2p8,"닭다리살, 계란, 감자전분, 빵가루, 대파, 크러쉬드 레드 페퍼, 청양고추, 소금, 후추, 생강가루, 고춧가루, 다진마늘","감자전분,고춧가루,다진마늘,달걀,닭다리살,빵가루,생강가루,소금,청양고추,파,후추"
1424,"10가지!! 놀라운 양배추 요리! 간단하고 맛있다! 계란말이, 토스트, 피자, 만두 등등",https://www.youtube.com/watch?v=UqJ7O6eJdUw,"양배추, 계란, 치즈, 식빵, 해물, 갈릭, 버터","달걀,버터,식빵,양배추,치즈"
1425,계란과 토마토를 이렇게 드세요!! 맛있고 간단! 계란 토마토 퀘사디아,https://www.youtube.com/watch?v=0NoZWkGOfpo,"토마토, 계란, 루꼴라, 시금치, 베이컨, 소금, 후추, 치즈, 토르티야","달걀,루꼴라,베이컨,소금,시금치,치즈,토마토,후추"
1426,감자 2개!! 기름에 튀기지 않은! 바삭 바사삭 정말 맛있는! 치즈 프렌치 프라이!감자튀김! NO 오일!,https://www.youtube.com/watch?v=N3NMqJo-kII,"감자, 체다치즈, 파슬리, 소금, 후추, 버터","감자,버터,소금,체다치즈,파슬리,후추"
1428,3가지!! 당신이 꼭 알아야 하는 놀라운 라면 요리!! 라면에 계란을 부어 보세요!,https://www.youtube.com/watch?v=fNCDyjGavlA,"라면, 계란, 참깨, 카레","달걀,라면,참깨,카레"
1429,폭신폭신 계란과 아삭한 양배추가 가득!! 양배추 계란 갈릭 버터 토스트! 정말 맛있습니다!,https://www.youtube.com/watch?v=hmf0_94QxUY,"양배추, 계란, 베이컨, 식빵, 버터, 설탕, 마요네즈, 다진마늘, 파슬리, 소금, 스리랏차소스, 케첩","다진마늘,달걀,마요네즈,버터,베이컨,설탕,소금,식빵,양배추,파슬리"
1430,초간단 프렌치 토스트 핫도그!! 프렌치 토스트는 이제 이렇게 드세요! 정말 맛있다!,https://www.youtube.com/watch?v=yJAAvIbse-8,"식빵, 소세지, 계란, 우유, 버터","달걀,버터,소시지,식빵,우유"
1431,"감자1개, 계란1개!! 감자튀김보다 맛있어요!! 바삭바삭 대형 감자칩??!!",https://www.youtube.com/watch?v=aCNo7t1rT3w,"감자, 계란, 옥수수전분, 치즈, 파슬리, 소금, 후추","감자,달걀,소금,옥수수전분,치즈,파슬리,후추"
1432,수십겹의 바삭함!! 겹겹이 바삭하고 맛있는 갈릭 치즈 플랫 브레드!! 놓치지 마세요!,https://www.youtube.com/watch?v=XYsMER0wctA,"밀가루, 물, 버터, 다진마늘, 체다치즈, 설탕, 소금","다진마늘,밀가루,버터,설탕,소금,체다치즈"
1435,오이 2개 있으면 무조건 이렇게 드세요!,https://www.youtube.com/watch?v=drWTtq0ewVc,"오이, 두부, 간장, 레몬즙, 알룰로스, 들기름, 들깨, 물, 다진 마늘, 통깨, 소금","간장,다진마늘,두부,들기름,들깨,레몬,소금,알룰로스,오이,참깨"
1437,"양배추 샐러드에 이걸 살짝 넣으면, 향긋함이 확 살아나요.",https://www.youtube.com/watch?v=IzXJ7AQKOYQ,"파슬리, 딜, 양배추, 요거트","양배추,요거트,파슬리"
1438,"밥이 남으면 무조건 이거! 도시락, 간식, 다이어트까지 다 되는 밥전 레시피🍘의외로 너무 맛있어서 깜짝 놀라는 6가지 밥전",https://www.youtube.com/watch?v=MTNMlWJHfUU,"스팸, 계란, 밥, 대파, 소금, 후추, 두부, 김치, 청양고추, 액젓, 전분가루, 어묵, 깻잎, 참치캔, 당근, 양파, 묵은지, 모짜렐라 치즈","김치,깻잎,달걀,당근,두부,묵은지,소금,스팸,액젓,양파,어묵,전분,청양고추,캔참치,파,피자치즈,후추"
1440,"토마토 계란 매일 이렇게 드세요! 뱃살,혈당 잡는 최고의 아침식사",https://www.youtube.com/watch?v=azrUDBjInp4,"토마토, 계란, 모짜렐라 치즈, 대파, 마늘, 소금, 후추","달걀,마늘,소금,토마토,파,피자치즈,후추"
1441,"토마토와 오이는 이렇게 만들어놓고 김치 대신 매일 드세요! 몸이 가벼워지고 건강도 챙기고, 입맛도 돌아옵니다🥒먹기 힘든 생야채 술술 들어가는 레시피!",https://www.youtube.com/watch?v=tDS0DIsWYtw,"토마토, 오이, 간장, 식초, 알룰로스, 물","간장,식초,알룰로스,오이,토마토"
1442,먹기 힘든 생야채 술술 들어가는 레시피. 토마토 오이 이렇게 만들어놓고 매일 드세요!,https://www.youtube.com/watch?v=UD7ZO11q9QM,"토마토, 오이, 간장, 식초, 알룰로스, 물","간장,식초,알룰로스,오이,토마토"
1444,토마토 계란 매일 이렇게 드세요! 혈당수치 확 내려가고 피부는 탱탱해집니다.,https://www.youtube.com/watch?v=dr4Z1lydOIY,"토마토, 양파, 계란, 대파, 마늘, 고춧가루, 소금, 후추","고춧가루,달걀,마늘,소금,양파,토마토,파,후추"
1445,평생 써먹을 양배추 샐러드 9가지 (feat.드레싱) 너무 맛있어서 매일 먹어도 살 안찌고 질리지 않아요👍 다이어트는 이 영상 하나면 끝!,https://www.youtube.com/watch?v=2e1p_OZ_KRI,"저지방 요거트, 양배추, 두부, 사과, 닭가슴살, 샐러드, 오트밀, 마요네즈, 요거트, 두부마요, 김, 땅콩소스, 라페, 생채, 올리브유","김,닭가슴살,두부,땅콩소스,마요네즈,사과,양배추,엑스트라버진,오트밀,요거트"
1446,먹을거 없는 날 이거 끓여드세요! 기름없이 만들어 밥 비벼도 살 안찌는 두부조림 !,https://www.youtube.com/watch?v=GEAgJXyXtZk,"두부, 참치캔, 양파, 청양고추, 홍고추, 대파, 고추장, 고춧가루, 간장, 액젓, 알룰로스, 다진 마늘, 후추, 매실액","간장,고추장,고춧가루,다진마늘,두부,매실청,빨간고추,알룰로스,액젓,양파,청양고추,캔참치,파,후추"
1447,오이는 이렇게 하면 다 먹을 때까지 오독오독!,https://www.youtube.com/watch?v=4tzM0lC4hbU,"오이, 고춧가루, 액젓, 알룰로스, 올리고당, 다진 마늘, 소금, 들깨가루, 들기름","고춧가루,다진마늘,들기름,들깨가루,소금,알룰로스,액젓,오이,올리고당"
1448,"혈당,뱃살 잡는 최고의 아침식사! 오이 아침대신 먹으면 뱃살, 혈당이 알아서 쭉쭉 빠져요!",https://www.youtube.com/watch?v=WI7lUYhVqwY,"오이, 두부, 들깨, 들기름, 소금","두부,들기름,들깨,소금,오이"
1449,아침 대신 두부와 오이는 이렇게 드세요! 맛있는데 속 편하고 든든한 영양만점 아침식사가 완성됩니다👍다이어트 식단,https://www.youtube.com/watch?v=YKYqI4EkCBQ,"오이, 두부, 들깨, 들기름, 소금","두부,들기름,들깨,소금,오이"
1450,아침에 계란 이것과 매일 함께 드세요! 혈당수치 확 내려갑니다,https://www.youtube.com/watch?v=FMiSBl8t-3E,"토마토, 두부, 계란, 대파, 마늘, 간장, 굴소스, 후추","간장,굴소스,달걀,두부,마늘,토마토,파,후추"
1451,별거 안 들어갔는데 살도 안찌고 너무 맛있어요!,https://www.youtube.com/watch?v=AcAMoCiZSkY,"양배추, 밥, 참치캔, 김, 고추장, 된장, 고추가루, 알룰로스, 참기름, 후추","고추장,김,된장,알룰로스,양배추,참기름,캔참치,후추"
1452,가속노화 막아주는 김밥 레시피 2가지,https://www.youtube.com/watch?v=JhE61kg3NXg,"김밥 김, 밥, 양배추, 당근, 맛살, 올리브유, 홀그레인 머스터드, 알룰로스, 참기름, 소금, 양파, 레몬즙, 후추","게맛살,김밥김,당근,레몬,소금,알룰로스,양배추,양파,엑스트라버진,참기름,후추"
1453,토마토와 양파는 이렇게 만들어놓고 식전에 매일 드세요!,https://www.youtube.com/watch?v=sjoa4WYvACI,"토마토, 양파, 올리브유, 식초, 알룰로스, 간장, 소금, 후추","간장,소금,식초,알룰로스,양파,엑스트라버진,토마토,후추"
1454,"토마토와 양파는 이렇게 만들어놓고 매일 드세요! 저녁 대신 이거만 먹었는데, 살 빠지고 피부도 맑아졌어요 👍",https://www.youtube.com/watch?v=MS8Sf0WoBdc,"토마토, 양파, 올리브유, 식초, 간장, 꿀, 알룰로스, 후추","간장,꿀,식초,알룰로스,양파,엑스트라버진,토마토,후추"
1455,"다이어트한다고 굶지말고 부추, 계란만  꺼내세요",https://www.youtube.com/watch?v=BP8mDbNuELg,"부추, 계란, 간장, 꿀, 알룰로스, 다진 마늘, 토마토, 소금","간장,꿀,다진마늘,달걀,부추,소금,알룰로스,토마토"
1456,여름엔 이 김밥만 싸세요 #레시피 #요리,https://www.youtube.com/watch?v=dULxT3Nz0ts,"김밥 김, 밥, 오이, 깻잎, 상추, 참치캔, 맛살, 단무지, 참기름, 간장, 고춧가루, 마늘","간장,게맛살,고춧가루,김밥김,깻잎,단무지,마늘,상추,오이,참기름,캔참치"
1458,아침에 '계란' 이렇게 드세요! 뱃살이 쭉쭉 빠지고 염증이 줄어들어요! 당뇨에도 최고👍,https://www.youtube.com/watch?v=nw00ElS88tU,"토마토, 애호박, 계란, 소금, 올리브유","달걀,소금,애호박,엑스트라버진,토마토"
1459,저녁에 먹으면 혈당 뚝 떨어지는 김밥 2가지,https://www.youtube.com/watch?v=beKOg89ZFfg,"김, 계란, 당근, 파프리카, 상추, 크래미, 그릭 요거트, 홀그레인 머스터드, 스리라차 소스","그릭요거트,김,달걀,당근,상추,파프리카"
1462,요즘 이거 먹느라 뱃살이 쏙 빠졌어요!,https://www.youtube.com/watch?v=VKcZcNeDvhw,"토마토, 양배추, 닭 가슴살, 마늘, 간장, 굴소스, 후추","간장,굴소스,닭가슴살,마늘,양배추,토마토,후추"
1464,먹기 힘든 생야채가 술술 들어가요,https://www.youtube.com/watch?v=S3IRAwCIr-0,"양배추, 당근, 양파, 참치액, 소금, 후추, 올리브 오일","당근,소금,액젓,양배추,양파,올리브유,후추"
1466,1일 1kg 빠지는 양배추쌈,https://www.youtube.com/watch?v=Sh7qz1ZEDJk,"양배추, 사과, 닭 가슴살, 그릭 요거트, 홀그레인 머스터드, 레몬즙, 꿀, 알룰로스","그릭요거트,꿀,닭가슴살,레몬,사과,알룰로스,양배추"
1467,"저녁 대신 이거 드세요! 노화방지, 다이어트에 좋은 밥없는 김밥👍",https://www.youtube.com/watch?v=QbBHW00FL8A,"양배추, 당근, 두부, 계란, 참치, 깻잎, 액젓, 간장, 단무지, 김","간장,김,깻잎,단무지,달걀,당근,두부,액젓,양배추,황다랑어"
1468,"아침대신 양배추랑 사과를 이렇게 드세요! 염증, 해독에 좋은 속편하고 맛있는 다이어트 레시피👍다이어트 식단 Cabbage Recipe",https://www.youtube.com/watch?v=gxlYce94pO4,"양배추, 사과, 닭 가슴살, 그릭 요거트, 홀그레인 머스터드, 레몬즙, 꿀, 알룰로스","그릭요거트,꿀,닭가슴살,레몬,사과,알룰로스,양배추"
1469,남는 상추 있으면 이렇게 드세요,https://www.youtube.com/watch?v=ouR4r20J5wc,"두부, 상추, 계란, 홍고추, 소금, 후추, 양배추, 대파","달걀,두부,빨간고추,상추,소금,양배추,파,후추"
1470,"집에 있는 상추 다 꺼내세요! 밥대신 이렇게 드시면 당뇨, 다이어트에 최고! 반찬가게 사장님도 몰랐던 상추를 먹는 새로운 방법🥬",https://www.youtube.com/watch?v=6m_o8wOpYQs,"두부, 상추, 계란, 홍고추, 소금, 후추, 양배추, 대파","달걀,두부,빨간고추,상추,소금,양배추,파,후추"
1471,토마토랑 계란 있으세요? 10분만에 간단하고 맛있는 영양만점 아침 식사 #레시피 #영양식 #cooking,https://www.youtube.com/watch?v=loB0hqf4O80,"토마토, 계란, 오트밀, 대파, 모짜렐라 치즈, 후추","달걀,오트밀,토마토,파,피자치즈,후추"
1475,이렇게 쉽다고요? 너무 쉬워서 매일 먹는 순두부찌개,https://www.youtube.com/watch?v=tHPPkYHPJPI,"순두부, 계란, 청양고추, 대파, 간장, 참치액젓, 고춧가루, 알룰로스, 다진 마늘, 들기름","간장,고춧가루,다진마늘,달걀,들기름,순두부,알룰로스,액젓,청양고추,파"
1476,"저속노화 아침식사! 밥 대신 2주만 먹어도 염증, 뱃살이 사라져요✌️",https://www.youtube.com/watch?v=aY3djuwVZw4,"토마토, 오이, 그릭 요거트, 올리브 오일, 식초, 알룰로스, 꿀, 들깨가루","그릭요거트,꿀,들깨가루,식초,알룰로스,오이,올리브유,토마토"
1477,귀찮을 때 싸먹는 김밥 4탄!👍저녁밥 고민하지 마세요!🍚 8 Korean Lunch Box Gimbap Recipes,https://www.youtube.com/watch?v=PyFxt1NUgCs,,
1478,살 안찌고 속 편한 양배추 라이스페이퍼 만두,https://www.youtube.com/watch?v=-EBGhc3CvG4,"양배추, 애호박, 당근, 계란, 라이스페이퍼, 스리라차 소스, 간장, 물","간장,달걀,당근,라이스페이퍼,애호박,양배추"
1479,매일 아침 이렇게 먹었더니 속도 편하고 다이어트는 저절로 되네요. 2주만 챙겨드셔도 뱃살이 빠지고 피부가 환해져요 (저속노화 양배추 들깨 다이어트 레시피)✌️,https://www.youtube.com/watch?v=Fx96-hTniRs,"양배추, 두부, 김, 들기름, 들깨, 소금","김,두부,들기름,들깨,소금,양배추"
1480,어묵 제발 더 이상 볶지 마세요.,https://www.youtube.com/watch?v=in0QBLcpL3o,"어묵, 고춧가루, 간장, 액젓, 알룰로스, 다진 마늘, 올리브 오일","간장,고춧가루,다진마늘,알룰로스,액젓,어묵,올리브유"
1482,"밥 대신 두부와 김을 이렇게 드세요! 당뇨, 다이어트에 최고! 맛 2배 영양도 2배😋 반찬가게 사장님도 몰랐던 두부를 먹는 새로운 방법",https://www.youtube.com/watch?v=0DU6V9CNg3o,"두부, 김, 계란, 소금","김,달걀,두부,소금"
1534,라면으로 만드는 들기름 막국수! 5분이면 끝!,https://www.youtube.com/watch?v=wTtHP5qFOio,"정수물, 라면사리, 구운 파래김, 탈피들깨가루, 쪽파, 국간장, 황설탕, 들기름","간장,들기름,라면사리,설탕,쪽파"
1541,"돼지갈비찜, 넣고 끓이기만 하면 됩니다",https://www.youtube.com/watch?v=WT9tCViPddU,"정수물, 돼지갈비, 양파, 대파, 무, 당근, 청양고추, 진간장, 황설탕, 맛술, 간마늘, 참기름, 간생강, 카라멜, 후추가루","간장,다진마늘,당근,돼지갈비,맛술,무,설탕,양파,참기름,청양고추,카라멜,파"
1547,골목식당은 할 만큼 했잖아요 이제 돈 좀 벌게요,https://www.youtube.com/watch?v=dfqWgjRlU9U,,
1549,소떡소떡보다 맛있는 떡어묵꼬치! 어린이날 애들 간식으로 근사하죠?,https://www.youtube.com/watch?v=-A0iP6Uzy3A,"밀떡볶이떡, 봉어묵, 식용유, 마요네즈, 설탕, 식초, 고운고추가루, 연유","마요네즈,설탕,식용유,식초,연유"
1550,[내꺼내먹_EP.14] 초심 잃은 새마을식당?! 제꺼 긴급 점검 들어갑니다😭,https://www.youtube.com/watch?v=B-Ej_Hgf8_M,,
1554,내가 만약 라면왕에 출전한다면? 저라면 이 메뉴를 해볼 거예유. 라면으로 짬뽕 맛이 나는 짬뽕햄라면!,https://www.youtube.com/watch?v=hX3httwbzAQ,"라면, 생수, 통조림 햄, 양배추, 대파, 양파, 식용유, 청양고추, 굵은고추가루, 건더기스프, 분말스프","건더기스프,라면,라면스프,식용유,양배추,양파,청양고추,통조림햄,파"
1561,[배고파_이스탄불_EP.08] 600원으로 배부르게 아침 먹을 수 있습니다,https://www.youtube.com/watch?v=EHGZFmPsWV0,,
1565,우리 애들한테 해주면 아빠 덕후되는 간식 I 허니버터고구마,https://www.youtube.com/watch?v=p6r5xcrG6u0,"삶은 고구마, 스틱버터, 물엿, 시나몬파우더, 설탕, 물, 계피가루","설탕,스틱버터"
1569,소고기 떡국 무진장 쉽게 만드는 방법 알려드릴까요?,https://www.youtube.com/watch?v=_MhD25Ip3bc,"정수물, 떡국떡, 소고기, 대파, 국간장, 멸치액젓, 꽃소금, 간마늘, 참기름, 달걀, 김, 후추가루","간장,김,다진마늘,달걀,떡국떡,소고기,소금,액젓,참기름,파"
1573,[백종원 시장이 되다_예산 28화] 저 이러면 섭섭해요😭 예산시장 연말결산 (절망ver),https://www.youtube.com/watch?v=nSmfP4N7-Pw,,
1575,[배고파_이스탄불_EP.03] 튀르키예에선 겨울에 오작바시 먹습니다,https://www.youtube.com/watch?v=7LpLM8NSA5U,,
1576,[축지법 EP.10_예산글로벌푸드챔피언십요리대회] 이젠 심사천재로 거듭나볼게요 (feat. 팜유왕자),https://www.youtube.com/watch?v=i1zsjfJJNL0,,
1578,[배고파_이스탄불_EP.02] 어나더레벨 카이막을 만났습니다,https://www.youtube.com/watch?v=O7lPeplX4d0,,
1579,[배고파_이스탄불_EP.01] 이걸 먹어야 이스탄불에 온 겁니다,https://www.youtube.com/watch?v=dC-18ksPWzQ,,
1583,명절 음식 소고기 육전으로 끝내 드립니다,https://www.youtube.com/watch?v=J4qwXDjduQw,"소고기슬라이스, 밀가루, 식용유, 달걀, 맛소금, 후추가루, 식초, 진간장, 굵은고추가루","간장,달걀,밀가루,소금,식용유,식초"
1586,[배고파_방콕_EP.03] 뿌팟퐁커리 이런 비주얼은 태어나서 처음 봅니다,https://www.youtube.com/watch?v=dqvMsds3ITY,,
1587,[배고파_방콕_EP.01] 방콕에 오면 가장 먼저 가야 합니다,https://www.youtube.com/watch?v=z0chU7R6eS4,,
1591,네팔렘 ‘밥장사’ 지금 성역으로 떠납니다.,https://www.youtube.com/watch?v=1hPgSdA9YxA,,
1590,[배고파_홍콩_EP.04] 백종원 제작진은 이렇게 회식합니다,https://www.youtube.com/watch?v=rkSdmt1IFWo,,
1592,[백종원의 님아 그 시장을 가오_EP.25_양구] “이렇게 퍼주면 뭐가 남아요?” 장담하건대 웬만해선 한 그릇 다 못 먹습니다. 산더미처럼 퍼주고 손님 남기는 육개장집!,https://www.youtube.com/watch?v=iPLW-aOdq6I,,
1600,[배고파_홍콩_EP.00] 배고파서 홍콩 왔습니다,https://www.youtube.com/watch?v=ppk9FfAuBe8,,
1604,더 이상의 부대찌개는 없습니다! 이걸로 끝내겠습니다,https://www.youtube.com/watch?v=-MvfUUPB5-Y,"간마늘, 국간장, 재래식된장, 굵은고추가루, 고추장, 후추가루, 정수물, 대파, 통조림햄, 빽소시지, 양파, 신김치, 베이크드빈스, 체다슬라이스치즈, 라면, 케첩, 진간장, 소금","간장,고추장,다진마늘,라면,소금,양파,통조림햄,파"
1607,[백종원 시장이 되다_예산 2화] 이거슨... 악몽인가... 길몽인가...! 예산 시장을 감싼 불길한 기운...!💦,https://www.youtube.com/watch?v=S2qHKuB1_HA,,
1618,명란대첩 │ 나에게는 아직 12개의 명란이 남아 있쥬~ 부럽쥬?,https://www.youtube.com/watch?v=fpqJOFMfhmk,"정수물, 스파게티면, 올리브오일, 맛소금, 생크림, 명란젓, 양파, 통마늘, 식용유, 파르메산치즈가루, 쪽파, 통후추가루, 파슬리가루","마늘,명란,생크림,소금,식용유,양파,올리브유,쪽파,파스타면,파슬리가루"
1622,[제1회 주주총회_EP.2] 팬톤 선정 올해의 컬러 '막걸리 레드'🍓 인★갬성 제대로 즐기는 새콤달콤오색 막걸리 PARTY!🎉,https://www.youtube.com/watch?v=-aw1HFTWKNU,,
